title,image link,url,brand,description
Encyclopedia of Things,//3ssstudios.com/cdn/shop/products/9783959055109_0_1_1080x1530.jpg?v=1661556650,https://3ssstudios.com/collections/publications/products/encyclopedia-of-things-1,Elisabeth Smolarz,"Whether a keepsake, memento, or heirloom, everyone has their own talis-mans: objects with a value that is only of significance to their owner. The meaning of such objects gets assigned silently, internally, often without any words being articulated, and yet when we explain their importance, it reveals so much about who we are. Elisabeth Smolarz approaches these objects as elements in a social and anthropological process. She visited 200 people in North America, Europe, the Middle East, and Asia and spent an afternoon with them talking about the objects they had selected. In dialogue with these collaborators she then developed an installation of the individual objects—an arrangement that ultimately produces a portrait of the person. The photographic still lifes are accompanied by short texts by a range of writers who share their responses to these portraits.Elisabeth Smolarz is an artist, curator, and educator living and working in Queens. She is the founder/director of Spectral Lines.EDITOR: Michelle LevyDESIGNER: Merle Petsch240 pp. with 80 colour illustrationsthread-sewn hardcoverLeipzig July, 2022ISBN: 9783959055109Edition Number: 1Width: 23 cmLength: 28 cmLanguage(s): English"
The Serving Library Annual 2018/19: Translation,//3ssstudios.com/cdn/shop/files/1_c373b408-0d70-4350-9df8-f5332925471a_1080x1530.png?v=1739304895,https://3ssstudios.com/collections/publications/products/the-serving-library-annual-2018-20,"Francesca Bertolotti-Bailey, Stuart Bertolotti-Bailey, Vincenzo Latronico, David Reinfurt","Twice a year since 2011, The Serving Library has assembled a set of individual ”bulletins” on a common theme, made PDFs available to download for free at www.servinglibrary.org, and simultaneously published them in print as Bulletins of The Serving Library. Last fall we started to turn on a yearly cycle instead, uploading the new batch of files throughout September, and releasing a half-as-frequent-and-twice-as-big print edition in collaboration with Amsterdam-basedRoma Publications.This year’s Annual is guest-edited by Italian novelist and translator Vincenzo Latronico and explores how translation is fast becoming a significant site for the negotiation of identities and power dynamics in an increasingly English-centered cultural scene. Departing from literature and the visual arts, the issue soon veers off into mathematics, music, architecture, and religion.The Serving Library Annual 2018/19 includes contributions by Meehan Crist, Katrina Dodson, Lucile Dupraz, Claudia Durastanti, Joseph Grigely, Meg Miller, Minae Mizumura, the National Security Agency, Philip Ording, David Osbaldeston, David Reinfurt, Anna Della Subin, The Annotated Fall, and Emily Wilson.December 2018, English21×30 cm, 208 pages, color and b/w ill., softcoverISBN9789492811318Design: Dexter Sinister"
The Serving Library Annual 2017/18: Public Fiction,//3ssstudios.com/cdn/shop/files/1_95052252-b82f-4ca9-acab-63f135e07511_1080x1530.png?v=1739305003,https://3ssstudios.com/collections/publications/products/the-serving-library-annual-2017-18,"Francesca Bertolotti-Bailey, Stuart Bertolotti-Bailey, Angie Keefer, Lauren Mackler, David Reinfurt","The Serving Library Annualcomprises a number of individual “Bulletins” organized around a theme for an international audience of designers, artists, writers, and researchers.Newly published byROMA Publicationsin a yearly format, this inaugural issue ofThe Serving Library Annualis realised in collaboration withPublic Fiction, a journal and exhibition-maker based in Los Angeles. Public Fiction’s next project, which runs broadly concurrent to this newAnnual's lifespan, is namedThe Conscientious Objector— a multifaceted endeavour commissioned by West Hollywood City Council that unfurls in parts from September 2017 to April 2018. These bulletins have been conceived as one part: they deal with acts of civil disobedience and other forms of resistance, particularly in view of the relationship between entertainment and power. Contributors include Hilton Als, Tauba Auerbach, Anne Carson, Mark Leckey, Adrian Piper, Frances Stark, and Martine Syms.September 2017, English21×30 cm, 200 pages, color and b/w ill., softcoverISBN9789492811011Design: Dexter Sinister"
Bulletins of The Serving Library #12: Perspective,//3ssstudios.com/cdn/shop/files/1_de696e3e-cef7-44ee-a1f6-d00c468801c5_1080x1530.png?v=1739297707,https://3ssstudios.com/collections/publications/products/bulletins-of-the-serving-library-12,"Francesca Bertolotti-Bailey, Stuart Bertolotti-Bailey, Angie Keefer, David Reinfurt","This issue comprises various outlooks on “perspective.” This might be taken to mean something as specific as a particular opinion or as general as an axonometric projection; in short, different ways and means of looking at the world. And so we find Vincenzo Latronico attempting to get in touch with E.T., a collection of Lucy McKenzie’s illusory quodlibets, a conversation between Jumana Manna and Robert Wyatt on art and ethics, a timely analysis of “Lifestyles of the Rich and Famous” by Sarah Demeuse, along with other points of view from Mark de Silva, Jocelyn Penny Small, Abigail Reynolds, James Langdon & Mathew Kneebone, Johan Hjerpe, and the inimitable 9mother9horse9eyes9.January 2017, English11.8×16.5 cm, 200 pages, 23 b/w and 36 color ill., softcoverISBN 978-3-95679-307-3Design: Dexter Sinister"
Bulletins of The Serving Library #9: Sports,//3ssstudios.com/cdn/shop/files/1_39822647-b04f-429c-a6d7-d68030994120_1080x1530.png?v=1739298543,https://3ssstudios.com/collections/publications/products/bulletins-of-the-serving-library-9,"Stuart Bailey, Angie Keefer, David Reinfurt","Issue #9 tackles all manner of SPORTS. It kicks off with a commentary on New England Patriots controversial Quarterback Tom Brady in view of Ancient Greek ideas of heroism, and ends with seminal Liverpool FC manager Bill Shankly's 1975 interview with Prime Minister Harold Wilson on the radio. In between, the issue slaloms around bodybuilding, bridge, ice hockey, tennis, darts, golf, reporting, running, drugs, rock climbing, basketball, and Pong.Contributions by Kathy Acker, Stuart Bailey, David Reinfurt & Christoph Keller, Sarah Demeuse, Linus Elmes, Chris Evans, Rob Giampietro, Junior Aspirin Records, James Langdon, Vincenzo Latronico, Philip Ording, David Peace, Leila Peacock, Joe Scanlan, Justin Warsh & Miguel Abreu, and Carlin Wing.This issue was generously supported byKunsthaus Bregenzalongside an exhibition by Dexter Sinister titled At 1:1 Scale.August 2015, English16.5×23.5 cm, 192 pages, 59 b/w ill., softcoverISBN 978-3-95679-167-3Design: Dexter Sinister"
Bulletins of The Serving Library #3: Typography,//3ssstudios.com/cdn/shop/files/1_46e69aea-cf72-46b8-8593-75944af02c82_1080x1530.png?v=1739300753,https://3ssstudios.com/collections/publications/products/bulletins-of-the-serving-library-3,"Stuart Bailey, Angie Keefer, David Reinfurt","This issue doubles as a catalog-of-sorts toEcstatic Alphabets/Heaps of Language, a group exhibition curated by Laura Hoptman at The Museum of Modern Art, New York, from May 6 to August 27, 2012. It is apseudo-catalog in the sense that, other than a section of images at the back, it bears no direct relation to the works in the exhibition. Instead, the bulletins extend in different directions from the same title, and could be collectively summarized as preoccupied with the more social aspects of TYPOGRAPHY. In this way we hope to throw someglancinglight on the exhibition. For further explication, see thetrailerfor the publication, as displayed in the show itself; and aQ&Awith MoMA curatorial assistant Eleonore Hugendubel about the whole process.Bulletins this time around come from Andrew Blum, Bruno Latour, Graham Meyer, Pierre-André Boutang, David Reinfurt, Chris Evans, Jessica Winter, Ian Svenonius, Angie Keefer, Francis McKee, Benjamin Tiven, Louis Lüthi, Dexter Sinister, and Laura Hoptman.August 2012, English16.5×23.5 cm, 224 pages, 79 b/w ill., softcoverISBN 978-3-943365-18-4Design: Dexter Sinister"
Bulletins of the Serving Library #2: Pedagogy,//3ssstudios.com/cdn/shop/files/1_33713aab-1266-4fa8-a23f-69ddbd5699f1_1080x1530.png?v=1739301825,https://3ssstudios.com/collections/publications/products/bulletins-of-the-serving-library-2,"Stuart Bailey, Angie Keefer, David Reinfurt","This issue grew out of two physical incarnations of The Serving Library in 2011. The first took place from July 4 to August 10 in the Walter Phillips Gallery of the Visual Arts Department at The Banff Centre, Alberta, Canada. Here we set up a model of the library’s projected interior to house a six-week summer school titled From the Toolbox of a Serving Library. The school comprised daily morning seminars, supplemented by a few evening events. Each week was based on a specific component from a (Photoshop-proxy) digital software toolbox, in order to reconsider what a contemporary (Bauhaus-proxy) Foundation Course might most usefully comprise. The second opened on October 29 and at the time of writing remains installed atArtists Space, New York. Here the same model serves more as a mini-expo in view of an eventual fixed home, alongside a parallel three-screen projection concerned with “Identity.”Bulletins come from David Reinfurt, Stuart Bailey, Angie Keefer, Dimmi Davidoff, Julius Koller, David Fischli & Peter Weiss, Rob Giampietro, Anthony Huberman, Junior Aspirin Records, Perri MacKenzie, David Senior, and Jan Verwoert.January 2012, English16.5×23.5 cm, 160 pages, 8 color and 69 b/w ill., softcoverISBN 978-1-934105-90-0Design: Dexter Sinister"
Animabilia,//3ssstudios.com/cdn/shop/files/1_a63e2fec-7a2e-4656-b2e7-579ed75f71dc_1080x1530.png?v=1739124270,https://3ssstudios.com/collections/publications/products/animabilia,Clelia Cadamuro,"Animabiliais an exploration of the role of aesthetics in the relationship with animals. Astonishing traits such as iridescent scales, colorful coats, and gleaming feathers evoke in humans a spontaneous sense of wonder, which translates into practices of appropriation, imitation, and objectification.Over ten visual narratives explore the ways this sublimation takes shape: through a collection of images featuring naturalistic subjects like taxidermy, dioramas, zoos, and tropical houses,Animabiliaoutlinesthe expressions of this fascination, focusing on ancient practices that find new interpretations in contemporary contexts.This attraction to animal forms and their visual manifestations has deep roots in humanity’s history, symbolizing an instinctive and ancestral aesthetic force. Originating from a primordial drive to admire and emulate the beauty of the natural world, these practices bridge ancient rituals and modern expressions. From an aesthetic perspective, a portrait of humanity emerges, subjected to the beauty of the natural world, concentrated on the attempt to graspits ephemeral beauty, through practices that originated in antiquity and are now translated differently into the contemporary.2024224 pages, 21x29 cmCover paper with thick purple printEdition of 200 copiesPhotography & research: Clelia CadamuroArt direction: Chinzia CuciniBook cover design: Giulia BoccarossaBook design: Clelia Cadamuro, Giorgia CaboniISBN 978-88-946851-8-3"
Gravity Begins at Home,//3ssstudios.com/cdn/shop/products/gravity01_1512x_54c65e12-9f15-4f5f-874c-b9e3c81c9918_1080x1530.png?v=1673624768,https://3ssstudios.com/collections/publications/products/gravity-begins-at-home-2,Guy Bolongaro,"‘Firstly, I try to stress the importance of home and the family: I feel they are terribly important. And secondly, I try to stress the fact that the theory of gravity is a lot of nonsense.’ – Ivor Cutler, 1959Guy Bolongaro (born Crewe, 1978) studied sociology before moving to London to become a social worker. Around 2014, burnt out by work and frustrated by his attempts at making documentary films in his spare time, he began taking photographs as a form of ‘daily art therapy,’ making images on his lunch breaks and walks home from work. A few years after the birth of his first child he shifted focus from the public sphere to the family cosmos, turning attention from his walking routes to his domestic routines.Capturing the strange and vibrant moments within the daily maelstrom of childcare and child’s play, and in documenting the cyclical patterns of family life, Bolongaro began a process of working through his feelings of ambivalence about how we live within the idealised ‘family unit’, attempting to persuade himself that family – or at any rate, his own – can work.In the song from which ‘Gravity Begins At Home’ takes its title, the Scottish musician Ivor Cutler assures us that the theory of gravity is ‘a lot of nonsense’, and Bolongaro’s photographs appear to support this notion – that when it comes to family, everything is up in the air: here objects (eggs, daffodils, lit candles) levitate, and children fly as though possessed. Here too are celestial bodies, mirrorings and doublings, games of scale, and collage-like overlappings and abuttings, alongside quieter, homespun scenes of domestic life (hair is brushed, telly watched, laundry folded).Cutler suggests that the family is something ‘terribly important’. Even if we accept this, then the importance of family is surely far from uncomplicated. So, while there are moments when the way we live together seems to defy the rules of gravity, we should continue to question the confines and strictures of the nuclear family model.Composed of four expandable books held within a slipcase (finished with stickers applied by Bolongaro and his children) ‘Gravity Begins At Home’ gives us a dynamic, unsentimental view of family life: ambiguous, chaotic, unsettling and joyous in equal measure.128pp paperback with slipcase comprised of: 4 x 32pp concertina books170 240 mm1 x sticker sheetScreenprinted slipcase with stickers applied(each copy with a unique configuration)112 photographsISBN 978-1-9993494-8-6"
DSC Booklet 3,//3ssstudios.com/cdn/shop/files/1_976e89e7-104a-4208-87d6-42ae802a4bc5_1080x1530.png?v=1738814871,https://3ssstudios.com/collections/publications/products/dsc-booklet-3,Fernanda Laguna,"de Panuelo de MocosFernanda LagunaTranslated by Alexis AlmeidaDescribed by her translator, Alexis Almeida, as the “typical Fernanda-style [of] somewhat deranged love poems infused with political rage,” “de Panuelo de Mocos” maps the comings and goings of relationality in a world that’s blessed by the catharsis of blowing waste from the body, expressed as poetry. The booklet features a selection of poems, a brief interview, and original drawings by the author.Languages: Spanish and English translationFormat: 120 x 180 mmPrint: Two-color risographEdition of 150For thebundle of DSC Booklets 1, 2 & 3"
DSC Booklet 2,//3ssstudios.com/cdn/shop/files/1_20265cb4-a106-45ce-a2fb-0a6b4e164b22_1080x1530.png?v=1738814824,https://3ssstudios.com/collections/publications/products/dsc-booklet-2,Ghérasim Luca,"PassionnméntGhérasim LucaTranslated by Nina Halevy GuedesPassionate stuttering, syllabic feeling, and sonic repetition as meaning energize Ghérasim Luca’s “Passionnmént.” In this booklet, Romania’s foremost surrealist poet offers aphenakistiscope for the animation of writing into utterance. This special translation by Nina Halevy Guedes follows where the tongue leads.Languages: French and Portuguese translationFormat: 120 x 180 mmPrint: Two-color risographEdition of 150For thebundle of DSC Booklets 1, 2 & 3"
DSC Booklet 1,//3ssstudios.com/cdn/shop/files/1_7164fccd-f625-4218-8dc5-08f9d1b0e022_1080x1530.png?v=1738814760,https://3ssstudios.com/collections/publications/products/dsc-booklet-1,Andrés Paniagua,"Querida Ele:Andrés PaniaguaTranslated by Diego Gerard Morrison“Querida Ele:” is a series of docu-fictional correspondences that delve into the production of the filmElysium(2013) at the area of El Bordo de Xochiaca, Iztapalapa, and the surrounding areas of Mexico City. The work calls into question Mexico’s place in Hollywood’s imaginary, where dystopia, ecological collapse, and labor issues unfold in the future’s present tense. Diego Gerard Morrison translated the work for this booklet, which is also illustrated with film stills fromElysium.Languages: Spanish and English translationFormat: 120 x 180 mmPrint: Two-color risographEdition of 150For thebundle of DSC Booklets 1, 2 & 3"
Dolce Stil Criollo Issue 5: Extraordinarily Apotropaic,//3ssstudios.com/cdn/shop/files/1_189177b7-96fe-4386-9187-c6d70bba5f4f_1080x1530.png?v=1717098195,https://3ssstudios.com/collections/publications/products/dolce-stil-criollo-issue-5-extraordinarily-apotropaic-1,Dolce Stil Criollo,"Dolce Stil Criollo’s fifth issue, ""Extraordinarily Apotropaic,"" aims to rethink reality in its current ordinary form by discovering and creating charms and rituals for changing it into one where there is less harm. The issue features poems in multiple languages; a map of dreams; a video game-turned-manga; a section that functions as a kineograph; a collaboration with the Huni Kuin people; and more. We also curated a collective project, “Cinema of Hope,” which brings together 11 moving image artists in search of the apotropaic moment, caught on film.The cover of our fifth issue features one of five “santinho” inserts. Designed like prayer cards, they contain a collaged portrait of a musical artist (Pivaratu, Pivete Nobre, Iya, Swatch, Devil Gremory) on the recto and the rap lyrics they wrote in response to our theme on the verso.Year: 2024Languages: Spanish, Portuguese, English, Japanese and Arabic—308 pagesEdition of 1000140 x 228 mmPrint: BW and Colour Offset + Riso Inserts—Contributors include Andrés-Monzón Aguirre, Aykan Safoğlu, Azul Caballero Adams, Belinda Zhawi, Daniel Machado, Daniel Moura, Devil Gremory, Enorê, Esvin Alarcón Lam, Gabriel Massan, Hick Duarte, Itamar Alves, Iya, Jennifer Pérez, Jesse Cohen, Johan Mijail, Juan Pablo Villegas, Kasra Jallilipour, Kent Chan, Keratuma (Mileidy Domicó), Laura Huertas Millán, Lucía Melií, Lucía Reissig & Bernardo Zabalaga, Maria Thereza Alves, Masha Godovannaya, Mayada Ibrahim, Najlaa Eltom, NIna Djekić, Ophelia S. Chan, Pivaratu, Pivete Nobre, Ricardo Pinheiro (Ganso), Roberto Tejada, Sofía Córdova, Sofía Gallisá Muriente, Swatch, Thales Pessoa, and Thiago Martins de Melo."
"Google, Volume 2",//3ssstudios.com/cdn/shop/files/1_25d17f66-cb77-4d74-a905-9423bfa07717_1080x1530.png?v=1738354127,https://3ssstudios.com/collections/publications/products/google-volume-2,"Felix Heyes, Ben West","Published in 2013,Google, Volume 1has every word in the dictionary, in order, replaced by images.King Zog’s Felix Heyes and Ben West used theOxford English Pocket Dictionaryand its 21,110 words as the basis for this book of images.The words and definitions have disappeared, replaced by each word’s first result fromGoogle Images– the most ubiquitous and comprehensive visual identification tool on the Internet, that supposedly offers (as its founding principle) the most relevant and stimulating images to our written queries.Google, Volume 1takes its name from the verb to google, officially entered into the Oxford Dictionary in June 2006, to describeinformation retrieval via the Internetin the broader sense.Google, volume 1was released as a limited-edition of 1000 copies, sold out for years now. So, we asked ourselves: What does the world look like through the eyes of Google images? What is the most relevant image for each word of the dictionary—today? And what does it say of the evolution of visual language of these past ten years?“As a computational photography of the entire Internet, Google, volume 2captures the vast scale of the odd and beautiful landscape of information we all share. And by doing so in the unusually dissonant format of a gargantuan printed book, it shows that our world can feel more united when we *see* instead of just search.”– John Maeda“It’s time to doGoogle, volume 2.Oh! I’m REALLY curious to see what Vol.2 looks like inside… The Internet has no designer. It’s chaos, but I wonder if we’ll see ‘rules’ emerging.”– Douglas CouplandIntroduction by Douglas Coupland22 416 pictures1 328 pages21 x 30,2 cmISBN: 978-2-36568-089-9"
Queens Things #1: Little Bowl 皇后区大事小情#1：小碗,//3ssstudios.com/cdn/shop/files/1_19bf198b-8d4b-4357-98f3-ae844020e047_1080x1530.png?v=1738345173,https://3ssstudios.com/collections/publications/products/queens-things-1-little-bowl-%E7%9A%87%E5%90%8E%E5%8C%BA%E5%A4%A7%E4%BA%8B%E5%B0%8F%E6%83%85-1-%E5%B0%8F%E7%A2%97,Qiwen Guang,"Little Bowlisa short story written by Qiwen Guang, and translated by Qianfan Gu. In the story, libraries in memory and imagination serve both as backdrops and companions for the diasporic protagonist. And it is within the linguistically diverse collections of the Queens Public Library that the two librarians—a mother and daughter, find solace, belonging, and deeper understanding of each other.Little Bowlis the inaugural issue ofQueens Things.Qiwen Guang started writing in her native language in 2023. She is fictitious, living in Qianfan Gu’s mind, who currently resides in Queens, New York.Qianfan Gu is a bilingual art critic, translator, and editor. Her writings have appeared in Art Forum and Art Forum China, Spike Art Magazine, BLAU International, Art in America, Life Weekly, The Paper, among others. In 2019, she was awarded the Special Honorable Mention of the AICA (International Association of Art Critics) Young Art Critic Incentive Award. She is also the co-founding publisher of Gong Press.Queens Thingsis an imprint for collaborative, multilingual, and serial artists’ books, inspired by and devoted to the local yet worldly everyday life of Queens, New York. Initiated by Chang Yuchen in 2024,Queens Thingsreceived generous support from Queens Arts Fund New Work Grant.How Many Books is a one person press by Chang Yuchen, where she holds the work of others in book form. The first publication by How Many Books isJin Mei (jm).《小碗》是由广七文创作、顾虔凡翻译的小说。小说中，记忆中和想象中的图书馆不仅是场景，也是主人公在离散生活中的陪伴。而故事中的两个图书馆员——一对母女——是因着皇后区公共图书馆语种丰富的藏书而找到了慰藉、归属感、以及对彼此更深的理解。《小碗》是“皇后区大事小情”的第一本出版物。广七文，2023年开始用母语写作。她是虚构的，盘踞在顾虔凡的脑海里，现居纽约皇后区。顾虔凡是一名中英双语的艺评人、翻译与编辑。她的文章散见于《Art Forum》及其中文网、《Spike》、《BLAU International》、《Art in America》、《三联生活周刊》、《澎湃》等等。2019年，她曾获AICA国际艺术评论家协会的青年艺评人激励奖之特别荣誉奖。她还是“弓出版”的联合创始出版人。“皇后区大事小情”是合作的、多语种的、系列性的艺术家书。它植根于并奉献给既本土又世界的纽约市皇后区。“皇后区大事小情”由常羽辰在2024年发起，并受到皇后区艺术基金会新作奖的支持。“多少书”是常羽辰一个人的出版社 ，以纸页的形式触摸他人的创作。“多少书”的第一本出版物是《晋美》。"
Coral Dictionary Vol.1: 2019-2022 (Paperback),//3ssstudios.com/cdn/shop/files/1_ea52d382-7538-4f89-9c62-d19644d2e58d_1080x1530.png?v=1738343937,https://3ssstudios.com/collections/publications/products/coral-dictionary-vol-1,Chang Yuchen / 常羽辰,"Including 216 words that Chang Yuchen have translated with fragments of coral bodies, this is a tool book custom-designed for one person’s need in her ongoing endeavor of making a language. Published by Gong Press in two versions, paperback(open edition)and accordion(signed and numbered edition of 30), both include an introduction by Alvin Li, in which he wrote: “Coral Dictionary is a poetic investigation into the nature of language and the language of nature.”paperback, folded jacket, open edition, 6.5 x 13 x 3 cmfirst printing 2022, second printing 2024"
晋美 jm,//3ssstudios.com/cdn/shop/files/jm1_963a8b0e-b938-4d5c-9a9f-8aadd1800589_1080x1530.png?v=1723410786,https://3ssstudios.com/collections/publications/products/%E6%99%8B%E7%BE%8E-jm-1,"Niu Jinmei / 牛晋美, Chang Yuchen / 常羽辰","Jinmei is the mother of Yuchen. Jinmei started to make art at the age of 50. In 2015, she started to draw with color markers on sketch books. The repetitive patterns she created were endearing, stubborn, and mysterious all at once. Stunned by her mother’s talent, Yuchen decided to make a book for her, and began compiling and sequencing the drawings in 2016. In the following years, with a variety of materials including crayon and spatula, Jinmei has created much more complex forms and textures: her self-invented techniques have achieved incredible sophistication; her undulating lines and explosive dots punctuate the elemental force of life itself. In 2024, with the support from Huayu Youth Award, this book was finally published under Yuchen’s new imprint How Many Books. Titled after Jinmei’s signature on her art, “晋美 jm” has 458 pages, encompassing many phases of Jinmei’s passionate and persistent practice, as well as a preface and an interview of Jinmei by Yuchen.“晋美是我妈妈。二零一五年底晋美开始在纸上画画。先是用水彩笔画在家里速写本的空白页上，后来用蜡笔、色粉等材料画在彩色纸上。从那时起每次我回北京她都会给我看画。在这些画中，我可以感受到妈妈；但感受到更多的，是陌生难以名状的力量。那些看似重复的纹样，每次出现都有些微不同，似与不似之间的张力造成类似震颤的幻觉。重复不是机械性的而是充满情绪的，执着的，脉搏一般地稳健地冲击着我。我不仅欣赏妈妈的画，更欣赏她作为创作者的工作风格。她无时无刻不在画画：在餐桌或床边，在做饭前，洗碗后，在遛狗和去银行办事之间。妈妈的工作方式让我认识到，艺术并不只在宽敞的工作室和大把不被打扰的时间中才能产生，艺术家也未必需要成为职业，相反，艺术是人的自然而然。像花儿向着阳光，像小草钻出墙缝，妈妈在生活的琐碎与烦恼之间见缝插针地起飞，性情自然舒展，艺术自然流泻。每一次，每一张纸片，她专注而快乐地填满，让吉光片羽被灌注了永恒，平凡的日子也有了光彩 。过去的7年里，我缓慢地、勉力地搭建着这本书；与此同时，妈妈仍然高歌猛进地生产着，时常请爸爸扫描了新画用邮箱发给我，于是这书的页码越来越多。在我打这些字的同时，妈妈已经在新的画布上尝试新的笔触。这本书，只能是若干片段的集合。画的顺序不完全按照时间，我在她的能量中随波逐流，我希望打开这本书的读者也能体验类似自由的感受。”– 常羽辰，前言节选Artwork by Niu JinmeiEdited and designed by Chang YuchenScanned and photographed by Chang Qing15 x 21.5 x 3 cm, 458 p.Published by How Many BooksPresented by DREAMER FTYISBN: 979-8-9899923-8-6First Printing 2024Produced with the support of the HUAYU GROUP and the HUAYU YOUTH AWARD牛晋美 作品编辑与设计： 常羽辰扫描与摄影： 常青15 x 21.5 x 3 cm，458 页初版印刷 2024多少書 出版夢廠 出品ISBN: 979-8-9899923-8-6华宇集团及华宇青年奖提供项目支持Cover color will beassorted."
Snake Book (third edition),//3ssstudios.com/cdn/shop/files/s1_1024x1024_2x_667482a9-6554-4788-9a6c-fe1952a93c5e_1080x1530.png?v=1741289781,https://3ssstudios.com/collections/publications/products/snake-book-1,Chang Yuchen / 常羽辰,"Sssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssself-published, 20 pages, 30 x 9 cmfirst edition 2012, second edition 2022, third edition 2024The price of this book grows as Yuchen ages: a dollar is added every year."
Asleep,//3ssstudios.com/cdn/shop/files/Nomka-scans_downsized_01_1080x1530.jpg?v=1737748322,https://3ssstudios.com/collections/publications/products/asleep,Nomka Enkhee,"A, B, C, D, E, F, G, H, I, J, K, L, M, N, L, M, N, O, P, Q, R, S, T, U, V,counting fastgive me troubletick, tick, tickendless ticksrunning, running, runningcleaning, cleaning, cleaning,scrubbing you awaythe weight is so heavy my bones are so tiredhowling past mountainsthe dot is moving on the page, can you seelift metick, tick, tickall I see is the bulb on the ceilingi can not look awayi can not rememberEmee is selling pine nutshulled through my teeth and in my moutharm extended circleswater does not spillW, X, Y, ZAsleepis a recollection, collection, collection, and collections of drawings scrounging through memories and manifesting as ticks, an exercise in control.16 Pages, 5.5 × 8.5 inchesPamphlet stitch bindingPublished by Pharmacy Books,Risograph printed by Many Fold PressFirst Edition of 50"
Land Fall,//3ssstudios.com/cdn/shop/files/CH-scans_01_1080x1530.jpg?v=1737746271,https://3ssstudios.com/collections/publications/products/land-fall,Claire Hungerford,"Land Fallpairs stromotion captures of figure skaters––an imaging technique used in judging––with freeze frames of synchronized skaters. Claire Hungerford is a designer and writer in Los Angeles. She was a member of the Los Angeles Figure Skating Club (LAFSC) and the Yale Club Figure Skating Team (YCFST).16 Pages, 6.69 × 9.61 inchesPublished by Pharmacy BooksFirst Edition of 50"
Placeholders,//3ssstudios.com/cdn/shop/files/1_e5a8f644-c4a8-47b6-9edd-4dc8c94e9e86_1080x1530.png?v=1737742431,https://3ssstudios.com/collections/publications/products/placeholders,Nick Massarelli,"The book showcases compositions made from clipped magazine fragments, each featuring a dog-eared corner that reveals a small triangle from the backside of the clipping. All compositions are shown at 100% scale, and each page is laid out by hand directly on the scanner bed for a more organic arrangement. Printed on a very subtle blush-toned stock.20 Pages, 8.5 × 11 inchesPublished by Pharmacy BooksFirst Edition of 100Book documentation by Xi Li"
Seeing Speed,//3ssstudios.com/cdn/shop/files/DSCF7639_downsized_1080x1530.jpg?v=1737741733,https://3ssstudios.com/collections/publications/products/seeing-speed,Sean Murray,"A publication containing 3 mixed media artworks:1.4×4, 8×10"", archival inkjet w/ adhered emblem.2.   THORNS, 11×14”, archival inkjet & metal plate frame, mounted on wood.3.   LIMITED, 11×14”, archival inkjet w/ adhered emblem, mounted on wood.Sean Murray is a photographer based in Los Angeles, CA.8 Pages, 11.5 × 15 inches(unfolds to four 15 × 23 inch posters)Published by Pharmacy Books & First LastFirst Edition of 30"
Archives,//3ssstudios.com/cdn/shop/files/CH_Archives_IG_post_1_1080x1530.jpg?v=1737740891,https://3ssstudios.com/collections/publications/products/archives,Claire Huss,"During an artist residency in La Bourboule (Auvergne, France), Claire came across various archived materials in the attic of the town hall. She folded, cropped and then applied these materials to colored back- grounds. The outcome is an installation of 10 framed compositions, in A4 format. This book presents these works through Claire's delicate consideration of material and sequence. Her intention is to celebrate the beauty and plasticity of these documents by taking them out from the shadows and giving them a new life.Claire Huss is an art director and graphic designer based in Paris. Since 2018 she runs her own studio in Paris working for international clients in the fields of design, lifestyle, culture, fashion and beauty. She regularly collaborates with artists and photographers on printed publications and exhibitions. Archives is Claire's second publication with FIRST LAST following You, me & the volcano (2021) which was the first of the ten titles included in the FIRST LAST Booklet Series.20 Pages, 297 × 148 MMPublished by Pharmacy Books & First LastFirst Edition of 100"
New York Phone Department Zine,//3ssstudios.com/cdn/shop/files/Slide16_9-410_1080x1530.jpg?v=1736817090,https://3ssstudios.com/collections/publications/products/new-york-phone-department-zine,Nicholas Sedlazek,"A GRAPHICAL Display OF DISTRACTED POLICE on their phones, UNCOVERING the types of HATE CRIMES inflicted on citizens by NYPD. NEW YORK PHONE DEPARTMENT. This Zine is 82 pages consisting of data information regarding Eric Adam's problematic reign as mayor, and the issues in New York caused by the police, accompanied by over 70 images of police officers ignoring their duties they swore to uphold, to maintain distracted on their phones and turning a blind eye to providing civil services for the public.Limited to 100 copies.GSM - 120Die-cut covers and inner pagesDimensions - 10.5 x 20cmProcess - Ink Jet PrintedBinding - Glue & Sewn boundManufactured inNEW YORK CITYVacation Connection — A Travel Agency taking you to the promise land through wearable and printed materials. Information displayed through text and items have been created in New York City. Resources in the form of words, photographs, and physical materials have been collected globally.BUNGEE EVNET:NYPD: to patrol and scroll | Jan 16, 2025 7-9PM"
